DATA_YEAR,SUSPECTED_DRUG_TYPE_ID,PROPERTY_ID,EST_DRUG_QTY,DRUG_MEASURE_TYPE_ID,NIBRS_SUSPECTED_DRUG_ID
2019,16,125229190,3,9,14047615
2019,2,113170154,0.2,1,10793411
2019,4,113170154,0.125,1,10793412
2019,4,113164831,31,9,10789429
2019,2,113174508,1,9,10797478
2019,4,113174561,79,9,10797488
2019,16,113175594,4,9,10789485
2019,5,113175645,5,9,10793482
2019,4,113172221,1,11,10793566
2019,14,125233429,5,9,14047682
2019,1,125239936,1,1,14047685
2019,16,125240063,1,1,14047698
2019,2,113215966,1,9,10791031
2019,2,113169680,0.5,1,10793363
2019,12,113169680,23.5,1,10797425
2019,4,113169680,45.7,1,10797423
2019,1,113174559,1,9,10797487
2019,1,113170311,1,9,10793428
2019,1,113174703,12.008,1,10797498
2019,5,113174703,6.97,1,10797499
2019,5,113174862,2.3,3,10797508
2019,4,113175679,2,1,10797550
2019,1,113175679,1,1,10797549
2019,1,113165677,1,1,10789494
2019,16,113175753,1,1,10797560
2019,2,113176168,1,1,10797587
2019,2,113176431,7.8,1,10797599
2019,1,113172336,2,9,10793571
2019,16,113176620,81,9,10793577
2019,17,113176620,1,11,10797618
2019,2,113176620,1,11,10797617
2019,2,113173297,1,11,10797681
2019,16,113177673,1.3,1,10793649
2019,16,113173514,0.1,1,10793653
2019,5,113173513,477.005,1,10797700
2019,16,113173513,17.2,1,10797701
2019,5,113173522,1.7,1,10793658
2019,5,113167275,8,9,10797724
2019,8,113178387,15,9,10797735
2019,2,113178945,0.25,1,10793721
2019,4,113167724,1,11,10793731
2019,1,113184245,1,9,10797767
2019,1,113167731,2,9,10789623
2019,2,113186080,1,1,10797934
2019,5,113186223,1,9,10797948
2019,4,113146168,3,9,10792597
2019,4,113146590,14,9,10792630
2019,4,113138910,10,9,10792655
2019,4,113146732,10,9,10792670
2019,4,113146749,45,9,10792675
2019,2,113146749,1,3,10792674
2019,16,113186081,28,9,10797936
2019,4,113155041,1,9,10792897
2019,15,113155041,1,9,10789035
2019,15,113186081,9,9,10797935
2019,5,113174315,1,1,10797445
2019,9,113176435,3,9,10789530
2019,12,113210342,1,1,10806456
2019,1,113207144,1,11,10801868
2019,5,113216050,1,11,10801869
2019,4,113207219,1,9,10801875
2019,8,113207219,2,9,10801876
2019,4,113210423,1,9,10806468
2019,4,113210489,38.675,1,10806479
2019,4,113207353,8,9,10801901
2019,8,113207444,,,10801910
2019,4,113207543,1,1,10801932
2019,8,113216642,9,9,10791086
2019,5,113210781,302.5,1,10791100
2019,2,113207758,,,10801940
2019,4,113146666,10,9,10792653
2019,4,113146720,10,9,10792669
2019,2,113146720,1,1,10792668
2019,2,113173536,1,1,10793664
2019,4,113167723,1,11,10789618
2019,2,113167723,1,11,10793726
2019,1,113184258,1,9,10793748
2019,15,113154889,0.5,9,10797027
2019,16,113157896,1,11,10797302
2019,1,113164763,1,3,10793402
2019,4,113174467,0.05,1,10797465
2019,4,113164813,3,9,10789427
2019,4,113170195,20,9,10793417
2019,4,113174539,10,9,10797484
2019,4,113174556,10,9,10797486
2019,8,113171387,1,9,10793488
2019,4,113171387,1,1,10793487
2019,2,113184249,1,9,10797768
2019,2,113180212,2,9,10793745
2019,16,113142496,26,9,10796842
2019,2,113174495,1,1,10797469
2019,4,113177118,1,1,10797639
2019,1,113177118,1,1,10797638
2019,12,113173275,27.009,1,10793638
2019,5,113180202,1,11,10793735
2019,4,113167734,1,1,10789625
2019,8,113182522,,,10789812
2019,12,113172983,0.2,1,10797651
2019,2,113166953,0.2,1,10789582
2019,1,113173516,0.2,1,10797702
2019,1,113173530,2,9,10789591
2019,5,113178334,1,11,10789602
2019,4,113167361,1,11,10797739
2019,1,113179014,2,9,10789615
2019,5,113180200,1,11,10793732
2019,4,113167733,2,9,10789624
2019,1,113182326,1,1,10797957
2019,4,113146674,10,9,10792656
2019,4,113143094,9,9,10792665
2019,2,113146745,2,1,10796905
2019,8,113216015,1,1,10791035
2019,16,113216040,1,11,10806461
2019,5,113216067,1,9,10791036
2019,8,113216097,1,9,10791039
2019,16,113216125,2056,1,10806466
2019,1,113207228,3,9,10801877
2019,2,113216132,1600,1,10801878
2019,4,113207278,32.005,1,10806469
2019,2,113210475,0.1,1,10791046
2019,5,113207315,98.062,1,10806475
2019,4,113207344,38.675,1,10801891
2019,2,113207344,10,1,10801889
2019,4,113207343,0.075,1,10801890
2019,4,113216270,7.5,1,10791060
2019,4,113207356,0.075,1,10801904
2019,4,113210497,0.125,1,10801905
2019,4,113210499,6,9,10806487
2019,2,113210499,4,9,10806486
2019,8,113207409,1,9,10806490
2019,16,113207463,23,9,10801913
2019,16,113216485,3,9,10806494
2019,16,113207501,42,9,10806496
2019,2,113207501,3.731,1,10806495
2019,5,113207501,2,9,10801925
2019,16,113216639,13.5,1,10791085
2019,16,113210711,64.005,1,10806501
2019,2,113210711,257,1,10791090
2019,2,113207643,6.1,1,10791092
2019,1,113210777,7.5,1,10791098
2019,1,113216756,1.3,1,10806503
2019,5,113138545,1,3,10792586
2019,2,113142967,4,1,10792614
2019,4,113138916,8,9,10792660
2019,2,113157898,1,11,10797303
2019,5,113170013,1,1,10789409
2019,2,113174496,0.2,1,10797470
2019,4,113170169,0.021,1,10797477
2019,14,113171426,1,9,10789500
2019,17,113171426,4,9,10793490
2019,16,113171426,11,9,10789501
2019,4,113178912,2,1,10797758
2019,1,113179975,4,9,10797762
2019,8,113179975,2,9,10789616
2019,4,113180201,1,11,10793734
2019,1,113180201,1,11,10789621
2019,3,113180207,1,11,10793740
2019,2,113186370,1,1,10797958
2019,1,113182351,0.5,1,10789787
2019,1,113178961,19.3,1,10797761
2019,4,113184246,1,9,10793741
2019,16,113189634,0.4,5,10797972
2019,17,113189634,1,3,10797973
2019,16,113207626,13.5,1,10806500
2019,1,113207656,6,1,10791094
2019,16,113207145,1,11,10806458
2019,1,113210493,2,9,10791057
2019,1,113207357,0.3,1,10791063
2019,5,113216280,1,11,10806488
2019,5,113207629,216,1,10791087
2019,16,113216665,1,9,10801935
2019,12,113154889,2,9,10789020
2019,16,113154889,9.075,9,10797028
2019,1,113140560,3,1,10796599
2019,4,113138585,5,1,10788851
2019,4,113143037,,,10796893
2019,4,113146672,10,9,10792657
2019,4,113216260,0.025,1,10801894
2019,8,113216260,1,9,10791053
2019,1,113216260,0.2,1,10791052
2019,2,113161765,2.3,1,10789123
2019,4,113174475,2,9,10797466
2019,8,113174475,2,9,10797467
2019,1,113174506,2,1,10797475
2019,15,113177133,1,9,10793602
2019,5,113172942,,,10797647
2019,4,113177526,358,9,10797683
2019,1,113173538,1,9,10793665
2019,4,113179884,36,1,10789612
2019,8,113179884,5,9,10793718
2019,1,113189386,1,1,10789780
2019,1,113182348,0.5,1,10797959
2019,4,113172967,0.84,1,10793611
2019,4,113166832,0.05,1,10797674
2019,12,113173441,31.5,9,10797693
2019,1,113184259,6,9,10797771
2019,8,113177610,0,1,10797687
2019,8,113177205,7,9,10797646
2019,4,113184238,1,9,10793733
2019,4,113189370,99,9,10789776
2019,4,113164750,1,1,10789418
2019,2,113164750,7,1,10793397
2019,2,113174410,1,11,10797461
2019,2,113174434,1,9,10793403
2019,4,113174571,1,11,10797490
2019,8,113175516,1,9,10797542
2019,8,113175602,5,9,10797546
2019,2,113175602,1,9,10797544
2019,4,113175602,6,1,10797545
2019,8,113176033,17,1,10797580
2019,16,113176033,4,9,10797581
2019,8,113176436,32,9,10789531
2019,5,124923546,5,3,13953025
2019,11,124923546,2,3,13953026
2019,1,124917202,2,9,13947759
2019,16,124923743,,,13953036
2019,11,124923763,4.4,1,13953040
2019,4,124923776,0.01,1,13953042
2019,8,124923790,1,1,13953044
2019,1,120994833,2,9,12944238
2019,2,120994833,1,9,12944239
2019,4,120994833,2,9,12944240
2019,8,120993300,17,9,12954447
2019,8,120995395,64,9,12950365
2019,1,120995480,1,9,12950370
2019,4,120999888,1,1,12954481
2019,1,120999888,1,1,12954480
2019,15,120993789,10,9,12954494
2019,8,120993789,1,9,12954493
2019,8,121000412,1,9,12944313
2019,5,121000412,0.3,3,12944312
2019,12,120996162,1,9,12950410
2019,5,121000540,4.5,4,12950411
2019,8,120996237,23,9,12950417
2019,2,120994415,1,11,12950419
2019,2,121000848,0.5,1,12950448
2019,18,121000871,,,12954558
2019,4,121000871,18,9,12954557
2019,1,121000871,18,9,12954556
2019,1,120996826,0.9,1,12954575
2019,8,121001056,1,9,12950496
2019,16,121005254,2,9,12954628
2019,14,121005254,2,9,12954627
2019,16,121005328,,,12954638
2019,8,120997269,3.4,1,12954640
2019,2,120997269,0.2,1,12944418
2019,4,121005523,3,9,12954655
2019,1,121005523,1,9,12944428
2019,4,120997462,1,9,12954658
2019,1,120997462,1,9,12944430
2019,16,121005689,2,9,12944440
2019,8,121005764,1,11,12954682
2019,4,121001631,0.6,1,12944446
2019,4,117965764,1,1,11898844
2019,8,117966107,,,11903456
2019,14,117960781,5,9,11908704
2019,9,117962177,1,11,11908874
2019,4,117970069,19,9,11903558
2019,4,117967049,10,9,11899010
2019,4,117962403,1,1,11908890
2019,2,117962403,1,1,11908889
2019,8,117972286,50,9,11909076
2019,5,117972286,1,1,11909075
2019,2,117972291,29.2,1,11903722
2019,17,117975459,2,9,11909108
2019,13,117969157,1,9,11899136
2019,2,117972602,1.1,1,11903749
2019,8,117969199,1,9,11909110
2019,8,117972749,36.007,1,11909122
2019,4,117972802,1,9,11903781
2019,1,117969473,0.1,1,11903789
2019,1,117972956,0.2,1,11903796
2019,8,117972956,1.4,1,11903797
2019,4,117975746,2.5,1,11899173
2019,16,117975746,1,11,11899175
2019,8,117975746,2,1,11899174
2019,1,117973053,22,1,11903810
2019,2,117973446,3.5,1,11903857
2019,15,117976212,4,9,11909184
2019,2,117980230,9,1,11909186
2019,16,117976291,2,9,11909192
2019,2,117976291,1,1,11909190
2019,14,117976291,3,9,11909191
2019,12,120983244,1,9,12944150
2019,4,120983276,127,9,12944161
2019,8,120983913,8,9,12944228
2019,1,120992707,0.6,1,12954412
2019,8,120992707,0.1,1,12950317
2019,2,121004925,5,1,12944390
2019,4,121001055,1,1,12954581
2019,8,121005028,48.008,1,12954592
2019,4,120997024,1,1,12950508
2019,16,121006071,1,1,12954701
2019,4,120988660,56,9,12950232
2019,2,120988832,1,9,12950250
2019,2,120983424,1,1,12954348
2019,4,120983424,2,1,12954349
2019,4,120983646,0.09,3,12944188
2019,2,120983646,0.09,3,12944187
2019,8,120983675,26,9,12944189
2019,4,120992473,1,11,12954384
2019,1,120992473,1,11,12954383
2019,8,120983796,1.6,1,12950295
2019,2,120983796,9.3,1,12950294
2019,16,120983796,4,9,12944211
2019,2,120994765,1,9,12950321
2019,4,120984377,1,1,12944251
2019,8,120984377,1,9,12944252
2019,16,120993187,3,9,12950341
2019,5,120995071,3,9,12950344
2019,16,120995071,238,9,12950345
2019,8,120984575,2,9,12954456
2019,16,120999769,170,9,12950364
2019,4,120995415,69,9,12950367
2019,8,120999826,1,9,12944277
2019,4,120993716,4,9,12954483
2019,4,120999975,1,9,12944291
2019,15,121000296,11,9,12944310
2019,4,120996067,1,1,12950404
2019,5,121000429,,,12944318
2019,16,121000590,83.4,1,12944328
2019,8,121000590,43.005,9,12944327
2019,1,121000601,4,9,12944330
2019,8,120996226,12,9,12944333
2019,18,120996226,,,12950416
2019,5,120996226,4,9,12950415
2019,18,121000730,,,12944345
2019,1,121000730,37,9,12950421
2019,12,121000730,2.5,9,12944344
2019,2,121000773,1,1,12944349
2019,4,120994506,1.7,1,12954535
2019,2,120994506,11.7,1,12954534
2019,8,120994559,1,1,12954540
2019,8,120994559,2,9,12944353
2019,1,121000858,16.002,1,12944361
2019,8,121004705,54,9,12954552
2019,1,121004705,19.6,1,12954551
2019,8,121004705,582.4,1,12954553
2019,2,121000868,,,12944363
2019,5,121000894,271.008,1,12944366
2019,8,121000894,41.8,1,12954562
2019,16,121005033,,,12954593
2019,1,121005043,22,1,12954596
2019,8,121005043,19,9,12954598
2019,7,121005043,62,1,12954597
2019,12,121001182,6.5,1,12944402
2019,2,121001215,3,1,12944409
2019,2,117960161,1,1,11908656
2019,1,117962651,2.8,1,11908917
2019,2,117967417,18.861,1,11899056
2019,16,117971581,17.3,1,11903664
2019,2,117972472,2.57,1,11903736
2019,8,117972751,90,9,11903771
2019,1,117975730,0.4,1,11899168
2019,5,117975737,6,3,11909140
2019,4,117972987,0.4,1,11903801
2019,4,117973255,0.5,1,11903820
2019,4,119017830,1,1,12270807
2019,1,119017837,1,9,12270808
2019,8,119017837,1,9,12270809
2019,8,119031391,1,1,12275891
2019,1,119031408,1,9,12275892
2019,5,117960182,1,11,11898828
2019,4,117949077,2,1,11898830
2019,4,117960524,1,9,11908682
2019,2,117949290,1,1,11903448
2019,4,117966070,1,1,11903451
2019,5,117960778,0,7,11908703
2019,4,117966237,12.5,1,11903465
2019,5,117949475,1,11,11903467
2019,5,117949523,8,3,11903477
2019,8,117949548,13,9,11903483
2019,4,117966378,1575,9,11898901
2019,2,117961352,1.77,1,11908776
2019,16,117969819,1,9,11903530
2019,2,117969900,1,9,11898951
2019,4,117969900,3,9,11903537
2019,9,117969952,6,9,11903545
2019,2,117966875,0.06,1,11898973
2019,4,117966875,0.25,1,11898974
2019,4,117962084,0.25,1,11908851
2019,4,117966889,1,9,11898978
2019,16,117966933,1,9,11898997
2019,5,117967851,1,9,11899075
2019,7,117971299,12,1,11903655
2019,15,117971299,23,9,11909005
2019,4,117971366,1,1,11903657
2019,8,117968108,46,9,11899083
2019,5,117964171,11,1,11909018
2019,5,117964262,8.3,3,11909025
2019,4,117968249,3.1,1,11903659
2019,12,117964391,1,1,11903662
2019,16,117971600,1,11,11903666
2019,2,117971622,10,9,11903669
2019,1,117971622,21,9,11903668
2019,16,117971679,,,11909038
2019,13,117971702,,,11903684
2019,2,117968349,5,1,11899088
2019,5,117963042,214,9,11908968
2019,2,117963099,1,1,11908970
2019,4,117967608,3,9,11908971
2019,5,117963198,20,1,11908973
2019,12,117970920,400,1,11903640
2019,4,117963475,1,1,11908984
2019,5,117963640,1,11,11908994
2019,5,117963774,2,3,11903650
2019,16,117964134,60,9,11909016
2019,5,117964134,34,1,11909015
2019,8,117974702,6,9,11909053
2019,16,117975165,1,9,11909082
2019,8,117975165,4,9,11909081
2019,5,117972385,7,3,11903725
2019,8,117972385,1,7,11903726
2019,16,117968988,26.5,9,11909098
2019,16,117975357,3,1,11909102
2019,1,117972461,2,9,11903735
2019,8,117972708,5,9,11903766
2019,5,117969346,1,9,11909125
2019,4,117976165,5,1,11899227
2019,8,117976304,1,1,11909194
2019,2,117976309,1,1,11909196
2019,1,117976324,1,1,11909202
2019,1,117976325,1,1,11909203
2019,1,117973828,1,1,11903891
2019,8,117976338,1,1,11903893
2019,16,117976338,1,9,11909205
2019,5,117976372,1,1,11909207
2019,14,117976372,3,9,11909208
2019,1,117976435,1,1,11909214
2019,1,117976512,1,1,11909217
2019,2,117976548,28,1,11909218
2019,14,117976548,75,9,11909220
2019,5,117976548,5.2,3,11909219
2019,1,117976564,1,1,11909222
2019,5,117966090,,,11898870
2019,4,117960632,0.05,1,11908687
2019,8,117965991,120,9,11898860
2019,4,117960662,0.5,1,11908692
2019,1,117960662,1,1,11898872
2019,8,117960740,4,9,11908698
2019,4,117960740,1,9,11908697
2019,16,117960740,15,9,11908699
2019,4,117960917,3,1,11908716
2019,2,117960917,9,1,11908715
2019,4,117961071,1,11,11898883
2019,12,117961071,1,11,11908724
2019,4,117949486,5,9,11908730
2019,16,117961108,1,11,11908731
2019,1,117949487,1,1,11908733
2019,16,117961115,191,9,11898889
2019,4,117966429,17,1,11898908
2019,15,117966451,2,9,11903503
2019,4,117966451,1,1,11903502
2019,1,117966608,0.3,1,11908803
2019,16,117961664,10.2,1,11898942
2019,18,117961664,,,11908812
2019,2,117961664,1,9,11903528
2019,16,117969903,25,1,11898953
2019,18,117969903,,,11903539
2019,9,117969903,10,9,11898952
2019,16,117969916,0.02,1,11898958
2019,5,117969916,0.5,3,11898957
2019,2,117969916,1.4,1,11898956
2019,1,117961979,9,9,11908826
2019,4,117961979,9,9,11908827
2019,5,117961979,1,9,11908828
2019,1,117962005,2.2,1,11908838
2019,4,117962005,1.1,1,11908839
2019,2,117962033,0.1,1,11908841
2019,4,117962033,0.125,1,11908842
2019,16,117962042,0.2,1,11908843
2019,2,117962095,1,1,11908854
2019,4,117962095,0.5,1,11908855
2019,2,117966907,2,9,11898991
2019,2,117962128,1,9,11908861
2019,8,119022074,3,9,12265681
2019,16,119017845,1,9,12265684
2019,5,119024186,1,3,12265870
2019,4,119029604,1,9,12275723
2019,8,119022426,18,9,12265736
2019,16,119022426,2,9,12265737
2019,4,119029816,5,9,12265743
2019,1,119029862,56.075,1,12265744
2019,1,119022615,17.65,1,12265749
2019,1,119023075,1,9,12275785
2019,5,119023075,5,9,12275786
2019,5,119023237,51.009,4,12265782
2019,1,119023620,2,1,12275845
2019,4,119023620,1,1,12270863
2019,1,119023911,1,1,12265849
2019,2,119029265,0.9,1,12270813
2019,8,119029283,0.01,1,12275702
2019,4,119029283,11.5,1,12265692
2019,4,119022134,,,12265703
2019,2,119022362,1,1,12265723
2019,12,119022645,1,9,12265752
2019,1,119029967,1,9,12275761
2019,4,119030063,5,9,12265761
2019,16,119022848,69,9,12265764
2019,16,119022951,22.5,9,12270835
2019,8,119023111,2966,1,12265770
2019,5,119030453,28,1,12270841
2019,5,119023302,1,1,12275798
2019,15,119023349,2,9,12275807
2019,16,119023349,0.5,9,12275808
2019,4,119018362,3,1,12270847
2019,8,119023600,2,9,12265824
2019,8,119023607,69,9,12275842
2019,5,119023607,1,1,12275841
2019,12,119023829,3.5,1,12265843
2019,16,119029238,7,9,12265679
2019,8,119029651,2.005,9,12265718
2019,2,119029651,1.52,1,12265717
2019,5,119022367,0.47,3,12275727
2019,8,119018037,3,9,12270831
2019,5,119022558,3.215,3,12265748
2019,13,119022656,1,11,12265754
2019,2,119022838,1.094,1,12265762
2019,4,119022838,14.001,1,12265763
2019,2,119023238,1,9,12265783
2019,8,119030957,1,9,12270868
2019,5,120986543,5.7,1,12943941
2019,5,120989778,14.301,1,12954063
2019,5,120989782,14,9,12943947
2019,5,120989782,45.057,1,12943948
2019,8,120989835,1,11,12954070
2019,5,120989835,1,11,12943951
2019,16,120986668,2,9,12950007
2019,8,120989930,5,9,12954079
2019,4,120989930,2,9,12954078
2019,16,120986829,37,9,12954084
2019,16,120981695,10,1,12950031
2019,10,120981774,10,9,12943970
2019,16,120981774,8,9,12943971
2019,8,120990225,2,9,12954105
2019,2,120987091,5.54,1,12950039
2019,4,120981936,1,11,12943980
2019,8,120981951,,,12943982
2019,8,120982008,14,9,12954119
2019,4,120982008,4,9,12954118
2019,4,120987257,0.5,1,12950064
2019,8,120990585,21,9,12943998
2019,8,120987326,8.003,9,12944003
2019,5,120987336,49,9,12944004
2019,8,120987336,40,9,12944005
2019,5,120990714,8,9,12954149
2019,8,120982163,13,1,12950080
2019,8,120987392,1,9,12944015
2019,8,120987392,1,11,12944016
2019,4,120987394,15,9,12944017
2019,4,120990841,0.2,1,12954163
2019,4,120990857,0,1,12954165
2019,4,120982279,0.45,1,12954169
2019,16,120990909,1,11,12954175
2019,4,120990909,15,9,12944032
2019,2,120990913,5.48,1,12950098
2019,8,120990913,25,9,12950099
2019,1,120990913,6.45,1,12954177
2019,16,120982305,5,9,12944034
2019,8,120982310,6,9,12944037
2019,4,120982310,0.5,1,12944036
2019,1,120987532,5.002,1,12950102
2019,2,120990988,0,1,12954188
2019,8,120982344,1,1,12950104
2019,4,120982399,1,9,12944051
2019,1,120982399,1,9,12944050
2019,1,120991118,0.5,1,12954214
2019,8,120991127,3,9,12954215
2019,4,120991127,1,9,12950127
2019,1,120982421,3,9,12944055
2019,8,120982452,2587,9,12944062
2019,16,120982452,45,9,12944063
2019,2,120991221,11.5,1,12950134
2019,8,120991237,34.9,1,12950136
2019,1,120991248,11,9,12954232
2019,5,119029226,1,11,12265677
2019,4,119022076,14,9,12265682
2019,8,119022184,6,9,12275716
2019,4,119029608,4,9,12275724
2019,1,119022354,1,1,12265719
2019,1,119022365,16.9,1,12265725
2019,4,119018050,23,9,12270833
2019,4,119029893,1,11,12275756
2019,4,119029893,1,9,12275755
2019,2,119022808,0.03,1,12275766
2019,4,119030223,14.55,1,12265766
2019,16,119030366,1,11,12275788
2019,4,119030366,1,1,12275787
2019,5,119023206,5.96,1,12265779
2019,8,119023335,4,9,12275801
2019,15,119023359,19,9,12275809
2019,8,119023369,1,9,12265791
2019,11,119023503,0.04,1,12275824
2019,8,119023590,4,9,12265822
2019,2,119023715,,,12265833
2019,7,119023715,,,12265834
2019,1,123689869,2,1,13652916
2019,1,123689973,4.005,1,13643955
2019,8,123694741,10,9,13652927
2019,8,123689488,1,1,13639173
2019,16,123690120,1,9,13652935
2019,2,123699915,2,1,13652941
2019,1,123699915,3.5,1,13639193
2019,5,123690269,30.6,1,13652948
2019,16,123690425,130,1,13643979
2019,1,123700225,1,11,13643985
2019,8,123690519,1,9,13643986
2019,4,123700823,1,11,13653006
2019,15,123700855,,,13644036
2019,1,123695860,,,13644060
2019,5,123696645,13,3,13639366
2019,17,123701926,,,13639367
2019,5,113138571,163.15,1,10796874
2019,8,113146121,0.5,9,10792592
2019,12,122466763,21,1,13269433
2019,8,122466763,1,1,13279577
2019,5,122466775,1.3,4,13285171
2019,5,122462479,2,1,13269439
2019,2,122462780,5.8,1,13285196
2019,4,122462780,4.035,1,13285197
2019,8,122462780,15,9,13285198
2019,1,122462872,0,1,13269484
2019,1,122462916,1,1,13279612
2019,8,122470500,1,1,13279628
2019,2,122467301,0.5,1,13285245
2019,4,122467301,5,9,13285246
2019,1,122463190,23,1,13279654
2019,8,122463190,1,1,13279655
2019,8,122463676,1,9,13269542
2019,1,122468385,0.2,1,13285316
2019,8,122471878,13.5,9,13285323
2019,5,122468609,,,13285329
2019,13,122472214,2,9,13269600
2019,8,122469404,18,9,13285358
2019,16,122469404,4,9,13285359
2019,2,122475483,1.8,1,13285386
2019,2,122475513,1.1,1,13269645
2019,1,122475542,1,1,13269649
2019,5,122476261,2,9,13269717
2019,1,122476261,1,9,13269716
2019,2,122476360,1,1,13269727
2019,4,122476655,1.4,1,13269746
2019,1,122480916,0.004,1,13269752
2019,1,122480916,2,9,13269751
2019,2,122474423,4,9,13279889
2019,8,122474559,8,9,13269831
2019,1,122477679,1,9,13269863
2019,8,122477842,19,9,13285581
2019,8,122484949,1,1,13279948
2019,5,122484952,1,3,13279950
2019,5,122482066,29,1,13269959
2019,8,122478549,1,11,13285652
2019,2,122482407,1,9,13280003
2019,5,122482563,1,9,13285678
2019,4,122482563,1,9,13285677
2019,1,122482563,3,9,13285676
2019,16,122482661,372,9,13280020
2019,2,122482661,1,11,13270071
2019,12,122489732,49,1,13285696
2019,17,122489900,,,13270103
2019,17,122489980,,,13270104
2019,5,122489995,1,11,13270109
2019,17,122490000,,,13270111
2019,2,122490031,1,11,13270113
2019,7,122490031,1,11,13270114
2019,7,122485622,4,1,13280034
2019,17,122490042,,,13270116
2019,8,122490056,41,9,13270118
2019,7,122490056,55,9,13270117
2019,18,122490056,,,13270119
2019,4,122490066,1,9,13270121
2019,1,122490077,,,13270122
2019,15,122490089,,,13270123
2019,5,122490093,,,13270124
2019,5,122490103,1,11,13270125
2019,8,122490103,31,1,13270126
2019,5,122485691,1,11,13280044
2019,4,122485694,,,13280045
2019,7,122490112,1,1,13270127
2019,4,122490128,1,11,13270129
2019,1,122490128,1,11,13270128
2019,17,122490128,1,11,13270130
2019,5,122490134,1,11,13270131
2019,17,122490156,,,13270132
2019,17,122490159,,,13270133
2019,1,122490166,,,13270134
2019,1,122490169,3,1,13270135
2019,1,122490170,,,13270136
2019,1,122490172,2,9,13270137
2019,12,122490174,13,1,13270138
2019,7,122490176,1,11,13270139
2019,4,122490190,1,9,13270143
2019,17,122485764,1,1,13280053
2019,16,122485764,2,9,13280052
2019,7,122485764,1,1,13280051
2019,7,122490201,1,9,13270145
2019,2,122490231,,,13270150
2019,16,122490232,5,9,13270151
2019,4,122490233,,,13270152
2019,17,122490236,,,13270153
2019,2,122490265,,,13280062
2019,1,122490270,3,9,13270155
2019,12,122490281,,,13270156
2019,5,122490300,,,13270157
2019,4,122490339,,,13270161
2019,4,122490343,1,11,13270162
2019,2,122490348,,,13270164
2019,7,122490376,,,13270165
2019,5,122490378,,,13270166
2019,7,122490388,1,9,13270167
2019,4,122485992,1,9,13280078
2019,2,122490403,1,11,13270168
2019,17,122490410,,,13270169
2019,1,122490413,,,13270170
2019,16,122490415,,,13270171
2019,7,122490425,1,9,13270172
2019,2,122490449,,,13270173
2019,15,122490456,,,13270174
2019,4,122490464,,,13270175
2019,5,122490466,,,13270176
2019,4,122490469,1,9,13270177
2019,5,122464581,,,13284954
2019,4,122457722,3,9,13279344
2019,1,122457733,2.5,1,13279349
2019,1,122464688,1,1,13279371
2019,8,122457867,9,9,13279374
2019,16,122464708,1,9,13284974
2019,13,122458025,10,5,13279397
2019,8,122458025,1.481,2,13269293
2019,2,122458025,1.5,1,13284991
2019,16,122458266,1,1,13279433
2019,8,122464965,3,1,13285003
2019,8,122467417,1,1,13269512
2019,1,122471229,1,9,13285273
2019,1,122463915,2.004,1,13269562
2019,1,122464196,0.1,1,13279725
2019,1,122471961,0.1,1,13279728
2019,8,122464350,9,9,13269585
2019,4,122474926,,,13269614
2019,2,122472929,1,11,13285364
2019,2,122474311,1,11,13269783
2019,4,122474311,1,11,13279878
2019,8,122477144,3.8,1,13269788
2019,10,122484766,1,9,13279926
2019,5,122484766,2,1,13279925
2019,2,122484766,1,1,13279924
2019,1,122484771,0.2,1,13269873
2019,17,122485113,,,13279982
2019,15,122478411,27,9,13269981
2019,1,123680075,12,9,13643639
2019,1,123667991,1,3,13638668
2019,2,123675454,1,9,13643642
2019,4,123668033,55,9,13638672
2019,7,123675576,1,11,13643653
2019,5,123668237,212.009,1,13652560
2019,16,123668329,46,9,13638704
2019,12,123680363,1.26,1,13652574
2019,5,123680363,8,3,13652573
2019,16,123680363,0.42,1,13652575
2019,4,123668419,1,11,13638720
2019,1,123668419,1,11,13643664
2019,14,123668616,2,9,13643674
2019,17,123680734,1,1,13638746
2019,16,123676092,1,1,13643686
2019,5,123676131,3.7,3,13638765
2019,16,123676131,3,9,13638766
2019,5,123676138,2.5,1,13643689
2019,16,123676177,0.02,1,13643692
2019,1,123669198,1.7,1,13638774
2019,5,123669238,6.026,3,13638780
2019,16,123676244,0.25,9,13643698
2019,8,123669400,0.008,1,13638794
2019,16,123684971,1,11,13638839
2019,15,123684971,1,11,13643738
2019,5,123681561,3,3,13638840
2019,8,123681575,14,9,13643739
2019,17,123681575,4,9,13652666
2019,5,123681588,1,1,13652667
2019,8,123681844,1,9,13652691
2019,2,123677346,1,9,13652728
2019,16,123682726,1,9,13652751
2019,8,123686789,2,9,13638974
2019,4,123686789,1,1,13638973
2019,4,123683000,1,11,13652762
2019,16,123677739,110,9,13638982
2019,12,123687074,42,1,13638987
2019,11,123687074,5,1,13643816
2019,2,123687074,50,1,13643815
2019,16,123687560,21,1,13639020
2019,16,123687560,101,5,13639022
2019,16,123687560,1,9,13643836
2019,2,123687569,1,1,13652799
2019,12,123678360,2,9,13639025
2019,2,123687828,2,9,13639032
2019,5,123678681,10.078,3,13643872
2019,4,123678681,7,9,13643871
2019,1,123688061,1,11,13639059
2019,1,123679349,2.8,1,13643939
2019,4,123694643,77,1,13643957
2019,1,123694757,1,1,13643963
2019,2,123694757,16,9,13643964
2019,4,123694757,4,9,13643965
2019,8,123694854,2,9,13639197
